"","palabra","media_agrado","media_activacion","media_imaginabilidad","sd_agrado","sd_activacion","sd_imaginabilidad"
"2712","computador",2.6,2.6,2.6,0.5477,0.5477,0.8944
"2713","esfera",2.2,2,3,0.4472,0.7071,0
"2714","bandera",2.4,1.6,2.8,0.5477,0.5477,0.4472
"2715","castigar",1,3,3,0,0,0
"2716","influir",2.4,2.8,2.6,0.5477,0.4472,0.8944
"2717","super",2.6,2.6,2.4,0.5477,0.5477,0.8944
"2718","prolongar",1.8,2.6,2,0.4472,0.5477,1
"2719","desnudar",2.6,3,3,0.5477,0,0
"2720","masivo",1.8,2.2,2.8,0.4472,0.8367,0.4472
"2721","ligeramente",2.2,2.2,2,0.4472,0.4472,0.7071
"2722","hueco",1.8,2,2.6,0.4472,0.7071,0.5477
"2723","analizar",2,3,2.4,0.7071,0,0.5477
"2724","alrededor",2.2,1.6,2.4,0.4472,0.5477,0.8944
"2725","defecto",1.6,1.8,3,0.5477,0.8367,0
"2726","realización",2.8,2.8,2.4,0.4472,0.4472,0.5477
"2727","penar",1.2,2.4,2.8,0.4472,0.8944,0.4472
"2728","tragedia",1,2.2,2.6,0,1.0954,0.8944
"2729","compra",2.4,3,3,0.5477,0,0
"2730","gigante",2,2.4,3,0,0.8944,0
"2731","residencia",2.6,2,2.8,0.5477,0.7071,0.4472
"2732","diálogo",3,3,3,0,0,0
"2733","datar",2,2.8,2.4,0,0.4472,0.8944
"2734","rebelión",1.6,3,3,0.5477,0,0
"2735","investigador",2.4,2.6,3,0.5477,0.8944,0
"2736","afuera",2.2,1.8,2.8,0.4472,0.8367,0.4472
"2737","dvd",2.2,1.8,3,0.4472,0.4472,0
"2738","film",2.8,2.2,3,0.4472,0.8367,0
"2739","caos",1.6,2,2.4,0.8944,1,0.8944
"2740","administrativo",1.8,1,2,0.4472,0,1
"2741","inversión",2.2,2.8,2.6,0.4472,0.4472,0.8944
"2742","señorito",2.2,2.2,3,0.8367,0.4472,0
"2743","guiar",2.4,3,3,0.5477,0,0
"2744","correo",2,2,2.8,0,0,0.4472
"2745","bebé",2.6,2.4,3,0.5477,0.5477,0
"2746","enojar",1.4,2.8,2.4,0.5477,0.4472,0.8944
"2747","juzgar",2,2.6,2.4,0,0.8944,0.8944
"2748","juvenil",2.6,1.8,2.6,0.5477,0.8367,0.8944
"2749","constantemente",2,1.8,1.6,0,0.8367,0.8944
"2750","poblado",2,2,2.8,0,0.7071,0.4472
"2751","antigüedad",2,1.4,2.4,0,0.5477,0.8944
"2752","nadar",2.8,3,3,0.4472,0,0
"2753","respectar",2,2.2,1,0.7071,0.8367,0
"2754","resignar",1.6,2,1.6,0.5477,1,0.8944
"2755","inmóvil",2,1,2.4,0,0,0.8944
"2756","masculino",2.2,1.6,2.4,0.4472,0.5477,0.5477
"2757","anhelar",2.2,2.4,1.8,0.8367,0.8944,0.8367
"2758","músculo",2.2,2.2,2.8,0.4472,0.4472,0.4472
"2759","influenciar",1.8,2.8,2.2,0.4472,0.4472,0.8367
"2760","top",2.2,1.6,2.4,0.4472,0.5477,0.8944
"2761","vecino",2.4,2,2.6,0.5477,0.7071,0.8944
"2762","infantería",2,2.6,2.6,0.7071,0.5477,0.8944
"2763","remedio",2,2,3,0.7071,0.7071,0
"2764","esencial",2.2,1.8,1.6,0.4472,0.4472,0.8944
"2765","quinto",2,2.2,2,0,0.4472,0.7071
"2766","narrar",2.6,3,3,0.5477,0,0
"2767","luminoso",2.8,2,2.8,0.4472,1,0.4472
"2768","trasero",1.8,1.6,2.4,0.4472,0.5477,0.8944
"2769","tornar",2,3,1.8,0,0,0.8367
"2770","platicar",2.4,2.8,3,0.8944,0.4472,0
"2771","cinematográfico",2.8,2.4,2.6,0.4472,0.5477,0.5477
"2772","anoche",2.6,1.8,2.6,0.5477,0.8367,0.8944
"2773","experimento",2.2,2.6,2.6,0.4472,0.5477,0.5477
"2774","forestal",2.8,2.2,2.8,0.4472,0.8367,0.4472
"2775","fragmento",2.4,1.6,2.2,0.5477,0.5477,0.8367
"2776","alternativa",2.6,2.4,1.6,0.5477,0.8944,0.8944
"2777","queso",2.8,1.8,3,0.4472,0.8367,0
"2778","inmensidad",2.6,1.8,1.4,0.5477,0.8367,0.8944
"2779","gloria",2.8,2.2,2,0.4472,0.4472,0.7071
"2780","sentencia",1.8,2,2.2,0.4472,0.7071,0.8367
"2781","exclusivamente",2.2,2,1.4,0.4472,0.7071,0.5477
"2782","estrecho",2,1.8,2.6,0.7071,0.4472,0.5477
"2783","adicional",2.2,2,1.8,0.4472,0.7071,1.0954
"2784","útil",3,2.8,2.2,0,0.4472,1.0954
"2785","adorar",2.4,2.8,2.6,0.5477,0.4472,0.5477
"2786","variación",2.4,2.4,2,0.5477,0.5477,1
"2787","aparentemente",2.2,1.8,1.8,0.4472,0.8367,0.8367
"2788","entrenamiento",2.2,2.6,2.8,0.4472,0.8944,0.4472
"2789","marítimo",2.4,2.2,2.6,0.5477,0.4472,0.5477
"2790","inevitable",2.2,2,2.2,0.4472,1,0.8367
"2791","llanura",2.6,1.2,3,0.5477,0.4472,0
"2792","estan",2,2.2,2.4,0,0.8367,0.5477
"2793","mariano",2.2,1.8,1.8,0.4472,0.4472,0.8367
"2794","prisionero",1.2,1.6,3,0.4472,0.5477,0
"2795","absolutamente",2.2,1.8,1.6,0.4472,0.4472,0.8944
"2796","sabiduría",3,2,2.4,0,1,0.8944
"2797","concilio",2.6,2.2,2.2,0.5477,0.8367,0.8367
"2798","ejecutivo",2.2,2.4,2.6,0.4472,0.5477,0.5477
"2799","subespecie",2,1.6,1.4,0,0.5477,0.8944
"2800","iniciativa",2.8,2.8,2.8,0.4472,0.4472,0.4472
"2801","suspirar",2.6,2.6,3,0.5477,0.8944,0
"2802","veneno",1.4,1.8,3,0.5477,0.4472,0
"2803","largar",1.8,2.8,3,0.4472,0.4472,0
"2804","influyente",1.8,3,2.4,0.4472,0,0.8944
"2805","sutil",2.6,1.6,2,0.5477,0.8944,1
"2806","exclamar",2,3,2.8,0,0,0.4472
"2807","ardiente",2.2,2.2,2.8,0.4472,0.8367,0.4472
"2808","estrecho",2,1.6,2.8,0.7071,0.5477,0.4472
"2809","euro",2.2,1.8,2.8,0.4472,0.4472,0.4472
"2810","objetivo",2.6,2.4,2.8,0.5477,0.8944,0.4472
"2811","facilitar",2.4,2.8,2.2,0.5477,0.4472,1.0954
"2812","sedar",2,2.4,3,0,0.8944,0
"2813","profesión",2.2,2.2,2.6,0.4472,0.4472,0.8944
"2814","septentrional",2.2,1.6,2.2,0.4472,0.5477,0.4472
"2815","investigar",2.8,3,3,0.4472,0,0
"2816","campamento",2.8,2.2,3,0.4472,0.8367,0
"2817","horror",1.6,2,3,0.8944,1,0
"2818","subtropical",2.4,1.4,2.6,0.5477,0.5477,0.8944
"2819","cerdo",2.2,2.2,3,0.4472,0.4472,0
"2820","postura",2,1.8,3,0,0.8367,0
"2821","barra",1.8,1.8,2.8,0.4472,0.4472,0.4472
"2822","perspectiva",2.6,2.2,2.2,0.5477,1.0954,1.0954
"2823","esclavo",1.2,2,3,0.4472,1,0
"2824","absorber",2.2,2.8,3,0.4472,0.4472,0
"2825","responsable",2.8,2.6,2.6,0.4472,0.8944,0.8944
"2826","chico",2.4,2,3,0.5477,0.7071,0
"2827","ansioso",2,2.2,2.8,0.7071,1.0954,0.4472
"2828","cero",1.6,1.8,3,0.5477,0.8367,0
"2829","deja",2,2.2,2.2,0,1.0954,1.0954
"2830","enamorado",3,2.6,3,0,0.8944,0
"2831","sinfónico",2.8,2,2.4,0.4472,1,0.8944
"2832","caballería",2.8,2.6,3,0.4472,0.5477,0
"2833","amoroso",3,2.8,3,0,0.4472,0
"2834","sabana",2.4,1.6,2.8,0.5477,0.5477,0.4472
"2835","contraer",1.8,2.6,2.4,0.4472,0.5477,0.8944
"2836","visual",2.4,1.6,1.8,0.5477,0.5477,0.8367
"2837","vincular",2.6,2.6,2,0.5477,0.5477,1
"2838","terremoto",1,2.8,2.8,0,0.4472,0.4472
"2839","licenciar",2.4,2.4,1.6,0.5477,0.5477,0.8944
"2840","republicano",2.2,2.2,2,0.4472,0.4472,0.7071
"2841","giro",2,2.2,2.2,0,0.8367,1.0954
"2842","elegante",3,2,3,0,0.7071,0
"2843","aguar",1.6,2.2,2,0.5477,0.8367,0.7071
"2844","melancolía",1,1.6,2.6,0,0.8944,0.8944
"2845","comparación",1.8,2.8,2.4,0.4472,0.4472,0.8944
"2846","miembro",2.2,2,2.6,0.4472,0,0.5477
"2847","ángulo",1.8,1.4,3,0.4472,0.5477,0
"2848","atracción",3,2.8,2.6,0,0.4472,0.8944
"2849","reojo",1.8,2.4,2.8,0.4472,0.5477,0.4472
"2850","significado",2.4,2.2,2.8,0.5477,0.8367,0.4472
"2851","congelar",1.4,2,3,0.5477,1,0
"2852","pistola",1,2.6,3,0,0.8944,0
"2853","amable",3,3,3,0,0,0
"2854","comedia",3,2.4,2.8,0,0.5477,0.4472
"2855","central",1.8,1.6,2.6,0.4472,0.5477,0.5477
"2856","doloroso",1,3,3,0,0,0
"2857","facilidad",3,1.4,3,0,0.8944,0
"2858","sublime",3,1.8,2.2,0,0.8367,0.8367
"2859","prado",2.8,1.2,3,0.4472,0.4472,0
"2860","tejer",2.4,3,3,0.5477,0,0
"2861","flujo",2.2,2.4,2.8,0.8367,0.8944,0.4472
"2862","enfermero",1.8,2.8,3,0.4472,0.4472,0
"2863","paciencia",2.8,2,3,0.4472,1,0
"2864","térmico",2.6,2.8,2.8,0.5477,0.4472,0.4472
"2865","civilización",2.6,2.6,3,0.5477,0.5477,0
"2866","introducción",2,2.2,2.6,0,0.8367,0.8944
"2867","pionero",2.8,3,2.4,0.4472,0,0.8944
"2868","ramal",2,2,2.6,0,0,0.5477
"2869","peña",2.4,2.2,3,0.5477,0.8367,0
"2870","angel",3,2.4,2.8,0,0.5477,0.4472
"2871","rubio",2.2,2,3,0.4472,0,0
"2872","cajón",2,1.8,3,0,0.4472,0
"2873","restauración",2.6,3,2.8,0.5477,0,0.4472
"2874","lógica",2.4,2.6,2.6,0.5477,0.5477,0.8944
"2875","that",2,2.2,2.4,0,0.4472,0.5477
"2876","sien",2,2.2,3,0,0.4472,0
"2877","contento",3,2.4,3,0,0.8944,0
"2878","administrativo",1.8,2.4,2.2,0.4472,0.8944,0.8367
"2879","taxi",2,2.8,3,0,0.4472,0
"2880","petición",2,2.8,2,0,0.4472,1
